Masses,Likelihood
'sparc',-11.546617801253094
'sparc',-11.751956256214635
'sparc',-11.673446360369628
'sparc',-11.652861510825131
'sparc',-11.01141860708318
'sparc',-11.77637489007551
'sparc',-11.408167588414209
'sparc',-11.24882208210933
'sparc',-11.73999561542626
'sparc',-11.637163913018025
'sparc',-12.037278265761667
'sparc',-11.602281259878866
'sparc',-11.818610217929868
'sparc',-11.351446689939626
'sparc',-11.801560246825098
