Masses,Likelihood
'sparc',-11.470137021995667
'sparc',-11.377674945104502
'sparc',-11.528905773524352
'sparc',-11.533010403699546
'sparc',-11.431741932317008
'sparc',-11.590608145735942
'sparc',-11.64605365854355
'sparc',-11.545896721051317
'sparc',-11.64158520477116
'sparc',-11.348980623902069
'sparc',-11.587952424043225
'sparc',-11.73325179013827
'sparc',-11.576339877543848
'sparc',-11.59953396424443
'sparc',-11.506014569415441
